Event_ID,Detected_At,Published_At,Source_Name,Source_Type,Source_URL,Headline,Event_Summary,Event_Category_Code,Direction,Magnitude,Persistence,Confidence,Classification_Evidence,Event_Centrality,Centrality_Evidence,Provider_Sentiment_Score,Provider_Relevance_Score,Provider_Topics,Relevance_Score,Monitor_Eligible,Gate_Reasons,Why_It_Matters,Confirmation_Watch,Event_Family,Event_Category_Name,Ticker,Asset_Class,Sector,Peer_Group,Exposure_Class,Exposure_Score,Exposure_Reason,Crosswalk_Match,Matched_37A_Terms,Driver_Match,Example_Asset_Match,Matched_Event_Drivers,Matched_Asset_Drivers,Evidence,Mapper_Version
AV-b203bcc381ee1cc1,2026-09-26T16:27:48.615305+00:00,2026-09-26T14:00:46+00:00,TradingView,Financial News,https://www.tradingview.com/news/seekingalpha:e1dba65c3094b:0-financials-slump-amid-sector-rotation-into-technology-wells-fargo-morgan-stanley-in-week-s-losers/,"Financials slump amid sector rotation into technology; Wells Fargo, Morgan Stanley in week's losers","Wall Street saw a significant sector rotation from financials into technology, driven by increased AI spending and capital markets activity. The State Street Technology Select Sector SPDR ETF (XLK) rose while the State Street Financial Sel Sec SPDR ETF (XLF) declined, partly due to fears of AI disruption from Meta's Muse. Wells Fargo and Morgan Stanley were among the biggest financial losers, while Citigroup saw gains, and several mid-cap and small-cap financial firms experienced notable shifts.",AI_CAPEX,Neutral,Medium,Long,0.85,AV topic:technology | ai spending,0.3,lead:ai spending,-0.1358,1.0,financial_markets | technology | finance,80.8,True,confidence 0.85 | event centrality 0.30 | 6 primary/3 transmission exposures,"AI infrastructure spending can support semiconductor, memory, cloud, power, and data-center investment demand.","Watch semiconductor/AI leadership, rotation readiness, MA structure, and whether mapped assets begin confirming together.",Technology,AI Capital Expenditure,BOTZ,Equities,Technology,AI & Automation,Primary,100,Curated primary economic exposure,True,AI Investment,False,True,,,37A-to-37B crosswalk | 37B example exposure,1.2
AV-b203bcc381ee1cc1,2026-09-26T16:27:48.615305+00:00,2026-09-26T14:00:46+00:00,TradingView,Financial News,https://www.tradingview.com/news/seekingalpha:e1dba65c3094b:0-financials-slump-amid-sector-rotation-into-technology-wells-fargo-morgan-stanley-in-week-s-losers/,"Financials slump amid sector rotation into technology; Wells Fargo, Morgan Stanley in week's losers","Wall Street saw a significant sector rotation from financials into technology, driven by increased AI spending and capital markets activity. The State Street Technology Select Sector SPDR ETF (XLK) rose while the State Street Financial Sel Sec SPDR ETF (XLF) declined, partly due to fears of AI disruption from Meta's Muse. Wells Fargo and Morgan Stanley were among the biggest financial losers, while Citigroup saw gains, and several mid-cap and small-cap financial firms experienced notable shifts.",AI_CAPEX,Neutral,Medium,Long,0.85,AV topic:technology | ai spending,0.3,lead:ai spending,-0.1358,1.0,financial_markets | technology | finance,80.8,True,confidence 0.85 | event centrality 0.30 | 6 primary/3 transmission exposures,"AI infrastructure spending can support semiconductor, memory, cloud, power, and data-center investment demand.","Watch semiconductor/AI leadership, rotation readiness, MA structure, and whether mapped assets begin confirming together.",Technology,AI Capital Expenditure,DRAM,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,True,AI Investment,True,True,AI Infrastructure | Data Centers,AI Infrastructure Demand | Data Center Capital Expenditure,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
AV-b203bcc381ee1cc1,2026-09-26T16:27:48.615305+00:00,2026-09-26T14:00:46+00:00,TradingView,Financial News,https://www.tradingview.com/news/seekingalpha:e1dba65c3094b:0-financials-slump-amid-sector-rotation-into-technology-wells-fargo-morgan-stanley-in-week-s-losers/,"Financials slump amid sector rotation into technology; Wells Fargo, Morgan Stanley in week's losers","Wall Street saw a significant sector rotation from financials into technology, driven by increased AI spending and capital markets activity. The State Street Technology Select Sector SPDR ETF (XLK) rose while the State Street Financial Sel Sec SPDR ETF (XLF) declined, partly due to fears of AI disruption from Meta's Muse. Wells Fargo and Morgan Stanley were among the biggest financial losers, while Citigroup saw gains, and several mid-cap and small-cap financial firms experienced notable shifts.",AI_CAPEX,Neutral,Medium,Long,0.85,AV topic:technology | ai spending,0.3,lead:ai spending,-0.1358,1.0,financial_markets | technology | finance,80.8,True,confidence 0.85 | event centrality 0.30 | 6 primary/3 transmission exposures,"AI infrastructure spending can support semiconductor, memory, cloud, power, and data-center investment demand.","Watch semiconductor/AI leadership, rotation readiness, MA structure, and whether mapped assets begin confirming together.",Technology,AI Capital Expenditure,SMH,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,True,AI Investment,True,True,AI Infrastructure | Data Centers,AI Infrastructure Demand | Data Center Capital Expenditure,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
AV-b203bcc381ee1cc1,2026-09-26T16:27:48.615305+00:00,2026-09-26T14:00:46+00:00,TradingView,Financial News,https://www.tradingview.com/news/seekingalpha:e1dba65c3094b:0-financials-slump-amid-sector-rotation-into-technology-wells-fargo-morgan-stanley-in-week-s-losers/,"Financials slump amid sector rotation into technology; Wells Fargo, Morgan Stanley in week's losers","Wall Street saw a significant sector rotation from financials into technology, driven by increased AI spending and capital markets activity. The State Street Technology Select Sector SPDR ETF (XLK) rose while the State Street Financial Sel Sec SPDR ETF (XLF) declined, partly due to fears of AI disruption from Meta's Muse. Wells Fargo and Morgan Stanley were among the biggest financial losers, while Citigroup saw gains, and several mid-cap and small-cap financial firms experienced notable shifts.",AI_CAPEX,Neutral,Medium,Long,0.85,AV topic:technology | ai spending,0.3,lead:ai spending,-0.1358,1.0,financial_markets | technology | finance,80.8,True,confidence 0.85 | event centrality 0.30 | 6 primary/3 transmission exposures,"AI infrastructure spending can support semiconductor, memory, cloud, power, and data-center investment demand.","Watch semiconductor/AI leadership, rotation readiness, MA structure, and whether mapped assets begin confirming together.",Technology,AI Capital Expenditure,SOXX,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,True,AI Investment,True,True,AI Infrastructure | Data Centers,AI Infrastructure Demand | Data Center Capital Expenditure,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
AV-b203bcc381ee1cc1,2026-09-26T16:27:48.615305+00:00,2026-09-26T14:00:46+00:00,TradingView,Financial News,https://www.tradingview.com/news/seekingalpha:e1dba65c3094b:0-financials-slump-amid-sector-rotation-into-technology-wells-fargo-morgan-stanley-in-week-s-losers/,"Financials slump amid sector rotation into technology; Wells Fargo, Morgan Stanley in week's losers","Wall Street saw a significant sector rotation from financials into technology, driven by increased AI spending and capital markets activity. The State Street Technology Select Sector SPDR ETF (XLK) rose while the State Street Financial Sel Sec SPDR ETF (XLF) declined, partly due to fears of AI disruption from Meta's Muse. Wells Fargo and Morgan Stanley were among the biggest financial losers, while Citigroup saw gains, and several mid-cap and small-cap financial firms experienced notable shifts.",AI_CAPEX,Neutral,Medium,Long,0.85,AV topic:technology | ai spending,0.3,lead:ai spending,-0.1358,1.0,financial_markets | technology | finance,80.8,True,confidence 0.85 | event centrality 0.30 | 6 primary/3 transmission exposures,"AI infrastructure spending can support semiconductor, memory, cloud, power, and data-center investment demand.","Watch semiconductor/AI leadership, rotation readiness, MA structure, and whether mapped assets begin confirming together.",Technology,AI Capital Expenditure,SRVR,Equities,Real Estate,Digital Infrastructure,Primary,100,Curated primary economic exposure,False,,True,True,AI Infrastructure | Data Centers,AI Infrastructure Buildout | Data Center Demand | Data Center Leasing | Digital Infrastructure Investment,Economic-driver text match | 37B example exposure,1.2
AV-b203bcc381ee1cc1,2026-09-26T16:27:48.615305+00:00,2026-09-26T14:00:46+00:00,TradingView,Financial News,https://www.tradingview.com/news/seekingalpha:e1dba65c3094b:0-financials-slump-amid-sector-rotation-into-technology-wells-fargo-morgan-stanley-in-week-s-losers/,"Financials slump amid sector rotation into technology; Wells Fargo, Morgan Stanley in week's losers","Wall Street saw a significant sector rotation from financials into technology, driven by increased AI spending and capital markets activity. The State Street Technology Select Sector SPDR ETF (XLK) rose while the State Street Financial Sel Sec SPDR ETF (XLF) declined, partly due to fears of AI disruption from Meta's Muse. Wells Fargo and Morgan Stanley were among the biggest financial losers, while Citigroup saw gains, and several mid-cap and small-cap financial firms experienced notable shifts.",AI_CAPEX,Neutral,Medium,Long,0.85,AV topic:technology | ai spending,0.3,lead:ai spending,-0.1358,1.0,financial_markets | technology | finance,80.8,True,confidence 0.85 | event centrality 0.30 | 6 primary/3 transmission exposures,"AI infrastructure spending can support semiconductor, memory, cloud, power, and data-center investment demand.","Watch semiconductor/AI leadership, rotation readiness, MA structure, and whether mapped assets begin confirming together.",Technology,AI Capital Expenditure,IGV,Equities,Technology,Software,Transmission,70,Defined financial transmission exposure,True,AI Investment,False,False,,,37A-to-37B crosswalk,1.2
AV-b203bcc381ee1cc1,2026-09-26T16:27:48.615305+00:00,2026-09-26T14:00:46+00:00,TradingView,Financial News,https://www.tradingview.com/news/seekingalpha:e1dba65c3094b:0-financials-slump-amid-sector-rotation-into-technology-wells-fargo-morgan-stanley-in-week-s-losers/,"Financials slump amid sector rotation into technology; Wells Fargo, Morgan Stanley in week's losers","Wall Street saw a significant sector rotation from financials into technology, driven by increased AI spending and capital markets activity. The State Street Technology Select Sector SPDR ETF (XLK) rose while the State Street Financial Sel Sec SPDR ETF (XLF) declined, partly due to fears of AI disruption from Meta's Muse. Wells Fargo and Morgan Stanley were among the biggest financial losers, while Citigroup saw gains, and several mid-cap and small-cap financial firms experienced notable shifts.",AI_CAPEX,Neutral,Medium,Long,0.85,AV topic:technology | ai spending,0.3,lead:ai spending,-0.1358,1.0,financial_markets | technology | finance,80.8,True,confidence 0.85 | event centrality 0.30 | 6 primary/3 transmission exposures,"AI infrastructure spending can support semiconductor, memory, cloud, power, and data-center investment demand.","Watch semiconductor/AI leadership, rotation readiness, MA structure, and whether mapped assets begin confirming together.",Technology,AI Capital Expenditure,SKYY,Equities,Technology,Cloud & Software,Transmission,70,Defined financial transmission exposure,True,AI Investment,False,False,,,37A-to-37B crosswalk,1.2
AV-b203bcc381ee1cc1,2026-09-26T16:27:48.615305+00:00,2026-09-26T14:00:46+00:00,TradingView,Financial News,https://www.tradingview.com/news/seekingalpha:e1dba65c3094b:0-financials-slump-amid-sector-rotation-into-technology-wells-fargo-morgan-stanley-in-week-s-losers/,"Financials slump amid sector rotation into technology; Wells Fargo, Morgan Stanley in week's losers","Wall Street saw a significant sector rotation from financials into technology, driven by increased AI spending and capital markets activity. The State Street Technology Select Sector SPDR ETF (XLK) rose while the State Street Financial Sel Sec SPDR ETF (XLF) declined, partly due to fears of AI disruption from Meta's Muse. Wells Fargo and Morgan Stanley were among the biggest financial losers, while Citigroup saw gains, and several mid-cap and small-cap financial firms experienced notable shifts.",AI_CAPEX,Neutral,Medium,Long,0.85,AV topic:technology | ai spending,0.3,lead:ai spending,-0.1358,1.0,financial_markets | technology | finance,80.8,True,confidence 0.85 | event centrality 0.30 | 6 primary/3 transmission exposures,"AI infrastructure spending can support semiconductor, memory, cloud, power, and data-center investment demand.","Watch semiconductor/AI leadership, rotation readiness, MA structure, and whether mapped assets begin confirming together.",Technology,AI Capital Expenditure,XLK,Equities,Technology,Technology,Transmission,70,Defined financial transmission exposure,True,AI Investment,False,False,,,37A-to-37B crosswalk,1.2
AV-226ac135cac5c60c,2026-09-26T16:27:48.615305+00:00,2026-09-26T11:52:09+00:00,Benzinga,Financial News,https://www.benzinga.com/markets/equities/26/09/62007539/amd-1-trillion-meta-muse-week-in-review,"AMD Hits $1 Trillion, Muse Spooks Subscription Stocks: This Week on Wall Street","This article summarizes the past week on Wall Street, highlighting Advanced Micro Devices Inc. (AMD) surpassing a $1 trillion market cap due to renewed AI chip demand and Meta Platforms Inc.'s (META) Muse AI agent becoming a top app. It also discusses the impact of rising Treasury yields on market sentiment and how the success of AI agents like Muse has raised concerns about subscription-based businesses, leading to drops in stocks like Planet Fitness and Gen Digital. The upcoming earnings report from Micron Technology Inc. (MU) is noted as a key event for the next week.",SEMICONDUCTOR_DEMAND,Neutral,Low,Medium,0.71,AV topic:technology | chip demand,0.3,lead:chip demand,0.0248,0.3187,financial_markets | technology | economy_monetary | life_sciences | earnings,55.4,False,confidence 0.71 | event centrality 0.30 | 4 primary/1 transmission exposures,"Changes in chip demand can affect semiconductor revenue, pricing, utilization, and technology leadership.","Watch mapped Walker assets for leadership, momentum/rotation, lifecycle, and moving-average confirmation or disagreement.",Technology,Semiconductor Demand,DRAM,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,True,Semiconductor Demand,True,True,Chip Demand | End-Market Demand,AI Infrastructure Demand | HBM Demand | PC Demand | Smartphone Demand,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
AV-226ac135cac5c60c,2026-09-26T16:27:48.615305+00:00,2026-09-26T11:52:09+00:00,Benzinga,Financial News,https://www.benzinga.com/markets/equities/26/09/62007539/amd-1-trillion-meta-muse-week-in-review,"AMD Hits $1 Trillion, Muse Spooks Subscription Stocks: This Week on Wall Street","This article summarizes the past week on Wall Street, highlighting Advanced Micro Devices Inc. (AMD) surpassing a $1 trillion market cap due to renewed AI chip demand and Meta Platforms Inc.'s (META) Muse AI agent becoming a top app. It also discusses the impact of rising Treasury yields on market sentiment and how the success of AI agents like Muse has raised concerns about subscription-based businesses, leading to drops in stocks like Planet Fitness and Gen Digital. The upcoming earnings report from Micron Technology Inc. (MU) is noted as a key event for the next week.",SEMICONDUCTOR_DEMAND,Neutral,Low,Medium,0.71,AV topic:technology | chip demand,0.3,lead:chip demand,0.0248,0.3187,financial_markets | technology | economy_monetary | life_sciences | earnings,55.4,False,confidence 0.71 | event centrality 0.30 | 4 primary/1 transmission exposures,"Changes in chip demand can affect semiconductor revenue, pricing, utilization, and technology leadership.","Watch mapped Walker assets for leadership, momentum/rotation, lifecycle, and moving-average confirmation or disagreement.",Technology,Semiconductor Demand,SMH,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,True,Semiconductor Demand,True,True,Chip Demand | End-Market Demand | Semiconductor Sales,AI Infrastructure Demand | Chip Pricing | Consumer Electronics Demand | Semiconductor Demand | Semiconductor Equipment Spending,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
AV-226ac135cac5c60c,2026-09-26T16:27:48.615305+00:00,2026-09-26T11:52:09+00:00,Benzinga,Financial News,https://www.benzinga.com/markets/equities/26/09/62007539/amd-1-trillion-meta-muse-week-in-review,"AMD Hits $1 Trillion, Muse Spooks Subscription Stocks: This Week on Wall Street","This article summarizes the past week on Wall Street, highlighting Advanced Micro Devices Inc. (AMD) surpassing a $1 trillion market cap due to renewed AI chip demand and Meta Platforms Inc.'s (META) Muse AI agent becoming a top app. It also discusses the impact of rising Treasury yields on market sentiment and how the success of AI agents like Muse has raised concerns about subscription-based businesses, leading to drops in stocks like Planet Fitness and Gen Digital. The upcoming earnings report from Micron Technology Inc. (MU) is noted as a key event for the next week.",SEMICONDUCTOR_DEMAND,Neutral,Low,Medium,0.71,AV topic:technology | chip demand,0.3,lead:chip demand,0.0248,0.3187,financial_markets | technology | economy_monetary | life_sciences | earnings,55.4,False,confidence 0.71 | event centrality 0.30 | 4 primary/1 transmission exposures,"Changes in chip demand can affect semiconductor revenue, pricing, utilization, and technology leadership.","Watch mapped Walker assets for leadership, momentum/rotation, lifecycle, and moving-average confirmation or disagreement.",Technology,Semiconductor Demand,SOXX,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,True,Semiconductor Demand,True,True,Chip Demand | End-Market Demand | Semiconductor Sales,AI Infrastructure Demand | Chip Pricing | Consumer Electronics Demand | Semiconductor Demand | Semiconductor Equipment Spending,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
AV-226ac135cac5c60c,2026-09-26T16:27:48.615305+00:00,2026-09-26T11:52:09+00:00,Benzinga,Financial News,https://www.benzinga.com/markets/equities/26/09/62007539/amd-1-trillion-meta-muse-week-in-review,"AMD Hits $1 Trillion, Muse Spooks Subscription Stocks: This Week on Wall Street","This article summarizes the past week on Wall Street, highlighting Advanced Micro Devices Inc. (AMD) surpassing a $1 trillion market cap due to renewed AI chip demand and Meta Platforms Inc.'s (META) Muse AI agent becoming a top app. It also discusses the impact of rising Treasury yields on market sentiment and how the success of AI agents like Muse has raised concerns about subscription-based businesses, leading to drops in stocks like Planet Fitness and Gen Digital. The upcoming earnings report from Micron Technology Inc. (MU) is noted as a key event for the next week.",SEMICONDUCTOR_DEMAND,Neutral,Low,Medium,0.71,AV topic:technology | chip demand,0.3,lead:chip demand,0.0248,0.3187,financial_markets | technology | economy_monetary | life_sciences | earnings,55.4,False,confidence 0.71 | event centrality 0.30 | 4 primary/1 transmission exposures,"Changes in chip demand can affect semiconductor revenue, pricing, utilization, and technology leadership.","Watch mapped Walker assets for leadership, momentum/rotation, lifecycle, and moving-average confirmation or disagreement.",Technology,Semiconductor Demand,XLK,Equities,Technology,Technology,Primary,100,Curated primary economic exposure,False,,False,True,,,37B example exposure,1.2
AV-226ac135cac5c60c,2026-09-26T16:27:48.615305+00:00,2026-09-26T11:52:09+00:00,Benzinga,Financial News,https://www.benzinga.com/markets/equities/26/09/62007539/amd-1-trillion-meta-muse-week-in-review,"AMD Hits $1 Trillion, Muse Spooks Subscription Stocks: This Week on Wall Street","This article summarizes the past week on Wall Street, highlighting Advanced Micro Devices Inc. (AMD) surpassing a $1 trillion market cap due to renewed AI chip demand and Meta Platforms Inc.'s (META) Muse AI agent becoming a top app. It also discusses the impact of rising Treasury yields on market sentiment and how the success of AI agents like Muse has raised concerns about subscription-based businesses, leading to drops in stocks like Planet Fitness and Gen Digital. The upcoming earnings report from Micron Technology Inc. (MU) is noted as a key event for the next week.",SEMICONDUCTOR_DEMAND,Neutral,Low,Medium,0.71,AV topic:technology | chip demand,0.3,lead:chip demand,0.0248,0.3187,financial_markets | technology | economy_monetary | life_sciences | earnings,55.4,False,confidence 0.71 | event centrality 0.30 | 4 primary/1 transmission exposures,"Changes in chip demand can affect semiconductor revenue, pricing, utilization, and technology leadership.","Watch mapped Walker assets for leadership, momentum/rotation, lifecycle, and moving-average confirmation or disagreement.",Technology,Semiconductor Demand,AIQ,Equities,Technology,AI & Automation,Transmission,70,Defined financial transmission exposure,False,,False,False,,,,1.2
