Event_Category_Code,Event_Family,Event_Category_Name,Ticker,Asset_Class,Sector,Peer_Group,Exposure_Class,Exposure_Score,Exposure_Reason,Crosswalk_Match,Matched_37A_Terms,Driver_Match,Example_Asset_Match,Matched_Event_Drivers,Matched_Asset_Drivers,Evidence,Mapper_Version
AG_EXPORTS,Agriculture,Agricultural Exports,IBIT,Digital Assets,Crypto,Crypto Assets,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Bitcoin Spot Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,IEF,Fixed Income,Treasuries,Intermediate Treasuries,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Safe-Haven Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,ITA,Equities,Industrials,Aerospace & Defense,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Aircraft Demand | Geopolitical Security Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,LITP,Equities,Materials,Energy Transition Materials,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,China Demand | Energy Transition Demand | Industrial Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,ONLN,Equities,Consumer Discretionary,E-Commerce,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,E-Commerce Demand | Travel Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,PAVE,Equities,Industrials,Infrastructure,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Transportation Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,PDBC,Commodities,Broad Commodities,Broad Commodities,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Global Supply / Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,PEJ,Equities,Consumer Discretionary,Travel & Leisure,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,E-Commerce Demand | Travel Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,PPH,Equities,Health Care,Pharmaceuticals,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Drug / Therapy Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,REZ,Equities,Real Estate,Real Estate,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Property Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,SHY,Fixed Income,Treasuries,Short Treasuries,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Safe-Haven Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,SLV,Commodities,Precious Metals,Precious Metals,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Industrial Silver Demand | Precious Metals Demand | Solar / Electronics Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,SLX,Equities,Materials,Metals & Mining,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,China Demand | Energy Transition Demand | Industrial Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,SMH,Equities,Technology,Semiconductors,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,AI Infrastructure Demand | Consumer Electronics Demand | Semiconductor Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,SOXX,Equities,Technology,Semiconductors,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,AI Infrastructure Demand | Consumer Electronics Demand | Semiconductor Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,SRVR,Equities,Real Estate,Digital Infrastructure,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Data Center Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,TIP,Fixed Income,Treasuries,Inflation-Protected Bonds,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Safe-Haven Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,TLT,Fixed Income,Treasuries,Long Treasuries,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Safe-Haven Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,UNG,Commodities,Energy,Energy Commodities,Contextual,20,Single contextual evidence source,False,,True,False,Export Restrictions | Export Sales | Import Demand,LNG Export Demand | Power Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,USO,Commodities,Energy,Energy Commodities,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Global Oil Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,UUP,Currencies,U.S. Dollar,Currencies,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Safe-Haven Demand | Safe-Haven Dollar Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,VIXY,Volatility,Equity Volatility,Volatility,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Options Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,VNQ,Equities,Real Estate,Real Estate,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Property Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,XBI,Equities,Health Care,Biotechnology,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Drug / Therapy Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,XLB,Equities,Materials,Materials,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,China Demand | Energy Transition Demand | Industrial Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,XLC,Equities,Communication Services,Communication Services,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Advertising Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,XLE,Equities,Energy,Energy,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Energy Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,XLI,Equities,Industrials,Industrials,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Transportation Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,XLP,Equities,Consumer Staples,Consumer Staples,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Defensive Consumer Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,XLRE,Equities,Real Estate,Real Estate,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Property Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,XLU,Equities,Utilities,Utilities,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Data Center Power Demand | Electricity Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,XLV,Equities,Health Care,Health Care,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,Drug / Therapy Demand,Economic-driver text match,1.2
AG_EXPORTS,Agriculture,Agricultural Exports,XLY,Equities,Consumer Discretionary,Consumer Discretionary,Contextual,20,Single contextual evidence source,False,,True,False,Import Demand,E-Commerce Demand | Travel Demand,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,UNG,Commodities,Energy,Energy Commodities,Contextual,40,Multiple contextual evidence sources,True,Weather,True,False,Growing Conditions,Pipeline Conditions,37A-to-37B crosswalk | Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,AWAY,Equities,Consumer Discretionary,Travel & Leisure,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Credit Conditions,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,BETZ,Equities,Consumer Discretionary,Gaming & Betting,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Credit Conditions,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,DIA,Equities,Broad Market,Large Cap U.S.,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Financial Conditions,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,IWM,Equities,Broad Market,Small Cap U.S.,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Financial Conditions,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,ONLN,Equities,Consumer Discretionary,E-Commerce,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Credit Conditions,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,PEJ,Equities,Consumer Discretionary,Travel & Leisure,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Credit Conditions,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,QQQ,Equities,Broad Market,Large Cap Growth,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Financial Conditions,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,REZ,Equities,Real Estate,Real Estate,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Financing Conditions,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,RSP,Equities,Broad Market,Large Cap U.S.,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Financial Conditions,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,SPY,Equities,Broad Market,Large Cap U.S.,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Financial Conditions,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,SRVR,Equities,Real Estate,Digital Infrastructure,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Financing Conditions,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,VNQ,Equities,Real Estate,Real Estate,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Financing Conditions,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,VOO,Equities,Broad Market,Large Cap U.S.,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Financial Conditions,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,XLRE,Equities,Real Estate,Real Estate,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Financing Conditions,Economic-driver text match,1.2
AG_WEATHER,Agriculture,Agricultural Weather,XLU,Equities,Utilities,Utilities,Contextual,20,Single contextual evidence source,True,Weather,False,False,,,37A-to-37B crosswalk,1.2
AG_WEATHER,Agriculture,Agricultural Weather,XLY,Equities,Consumer Discretionary,Consumer Discretionary,Contextual,20,Single contextual evidence source,False,,True,False,Growing Conditions,Credit Conditions,Economic-driver text match,1.2
AI_CAPEX,Technology,AI Capital Expenditure,AIRR,Equities,Industrials,Industrial Reshoring,Contextual,20,Single contextual evidence source,False,,True,False,AI Infrastructure,Infrastructure Spending,Economic-driver text match,1.2
AI_CAPEX,Technology,AI Capital Expenditure,AMLP,Equities,Energy,Energy Infrastructure,Contextual,20,Single contextual evidence source,False,,True,False,AI Infrastructure,Energy Infrastructure Demand,Economic-driver text match,1.2
AI_CAPEX,Technology,AI Capital Expenditure,BATT,Equities,Materials,Energy Transition Materials,Contextual,20,Single contextual evidence source,False,,True,False,AI Infrastructure,Infrastructure Spending,Economic-driver text match,1.2
AI_CAPEX,Technology,AI Capital Expenditure,COPX,Equities,Materials,Metals & Mining,Contextual,20,Single contextual evidence source,False,,True,False,AI Infrastructure,Infrastructure Spending,Economic-driver text match,1.2
AI_CAPEX,Technology,AI Capital Expenditure,CPER,Commodities,Metals,Industrial Metals,Contextual,20,Single contextual evidence source,False,,True,False,AI Infrastructure,Infrastructure Spending,Economic-driver text match,1.2
AI_CAPEX,Technology,AI Capital Expenditure,LITP,Equities,Materials,Energy Transition Materials,Contextual,20,Single contextual evidence source,False,,True,False,AI Infrastructure,Infrastructure Spending,Economic-driver text match,1.2
AI_CAPEX,Technology,AI Capital Expenditure,PAVE,Equities,Industrials,Infrastructure,Contextual,20,Single contextual evidence source,False,,True,False,AI Infrastructure,Infrastructure Spending,Economic-driver text match,1.2
AI_CAPEX,Technology,AI Capital Expenditure,SLX,Equities,Materials,Metals & Mining,Contextual,20,Single contextual evidence source,False,,True,False,AI Infrastructure,Infrastructure Spending,Economic-driver text match,1.2
AI_CAPEX,Technology,AI Capital Expenditure,XLB,Equities,Materials,Materials,Contextual,20,Single contextual evidence source,False,,True,False,AI Infrastructure,Infrastructure Spending,Economic-driver text match,1.2
AI_CAPEX,Technology,AI Capital Expenditure,XLI,Equities,Industrials,Industrials,Contextual,20,Single contextual evidence source,False,,True,False,AI Infrastructure,Infrastructure Spending,Economic-driver text match,1.2
AI_CAPEX,Technology,AI Capital Expenditure,XLU,Equities,Utilities,Utilities,Contextual,20,Single contextual evidence source,False,,True,False,Data Centers,Data Center Power Demand,Economic-driver text match,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,DIA,Equities,Broad Market,Large Cap U.S.,Contextual,40,Multiple contextual evidence sources,True,Earnings,True,False,EPS Revisions | Revenue Revisions,Earnings Revisions,37A-to-37B crosswalk | Economic-driver text match,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,IGV,Equities,Technology,Software,Contextual,40,Multiple contextual evidence sources,True,Earnings,True,False,Revenue Revisions,Recurring Revenue Growth,37A-to-37B crosswalk | Economic-driver text match,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,IWM,Equities,Broad Market,Small Cap U.S.,Contextual,40,Multiple contextual evidence sources,True,Earnings,True,False,EPS Revisions | Revenue Revisions,Earnings Revisions,37A-to-37B crosswalk | Economic-driver text match,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,QQQ,Equities,Broad Market,Large Cap Growth,Contextual,40,Multiple contextual evidence sources,True,Earnings,True,False,EPS Revisions | Revenue Revisions,Earnings Revisions,37A-to-37B crosswalk | Economic-driver text match,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,RSP,Equities,Broad Market,Large Cap U.S.,Contextual,40,Multiple contextual evidence sources,True,Earnings,True,False,EPS Revisions | Revenue Revisions,Earnings Revisions,37A-to-37B crosswalk | Economic-driver text match,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,SKYY,Equities,Technology,Cloud & Software,Contextual,40,Multiple contextual evidence sources,True,Earnings,True,False,Revenue Revisions,Recurring Revenue Growth,37A-to-37B crosswalk | Economic-driver text match,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,SPY,Equities,Broad Market,Large Cap U.S.,Contextual,40,Multiple contextual evidence sources,True,Earnings,True,False,EPS Revisions | Revenue Revisions,Earnings Revisions,37A-to-37B crosswalk | Economic-driver text match,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,VOO,Equities,Broad Market,Large Cap U.S.,Contextual,40,Multiple contextual evidence sources,True,Earnings,True,False,EPS Revisions | Revenue Revisions,Earnings Revisions,37A-to-37B crosswalk | Economic-driver text match,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,AIQ,Equities,Technology,AI & Automation,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,AIRR,Equities,Industrials,Industrial Reshoring,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,ARKG,Equities,Health Care,Biotech & Genomics,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,AWAY,Equities,Consumer Discretionary,Travel & Leisure,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,BETZ,Equities,Consumer Discretionary,Gaming & Betting,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,BOTZ,Equities,Technology,AI & Automation,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,CIBR,Equities,Technology,Cybersecurity,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,CORN,Commodities,Agriculture,Agriculture Commodities,Contextual,20,Single contextual evidence source,False,,True,False,Industry Forecasts,USDA Forecasts,Economic-driver text match,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,DBA,Commodities,Agriculture,Agriculture Commodities,Contextual,20,Single contextual evidence source,False,,True,False,Industry Forecasts,USDA Forecasts,Economic-driver text match,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,DRAM,Equities,Technology,Semiconductors,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,IAI,Equities,Financials,Capital Markets,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,IBB,Equities,Health Care,Biotechnology,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,ITA,Equities,Industrials,Aerospace & Defense,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,KBE,Equities,Financials,Banking,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,KBWD,Equities,Financials,Financial Income,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,KRE,Equities,Financials,Banking,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,ONLN,Equities,Consumer Discretionary,E-Commerce,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,PAVE,Equities,Industrials,Infrastructure,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,PEJ,Equities,Consumer Discretionary,Travel & Leisure,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,PPH,Equities,Health Care,Pharmaceuticals,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,REZ,Equities,Real Estate,Real Estate,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,SMH,Equities,Technology,Semiconductors,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,SOXX,Equities,Technology,Semiconductors,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,SRVR,Equities,Real Estate,Digital Infrastructure,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,VNQ,Equities,Real Estate,Real Estate,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,WEAT,Commodities,Agriculture,Agriculture Commodities,Contextual,20,Single contextual evidence source,False,,True,False,Industry Forecasts,USDA Forecasts,Economic-driver text match,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,XBI,Equities,Health Care,Biotechnology,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,XLC,Equities,Communication Services,Communication Services,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,XLF,Equities,Financials,Financials,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,XLI,Equities,Industrials,Industrials,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,XLK,Equities,Technology,Technology,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,XLP,Equities,Consumer Staples,Consumer Staples,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,XLRE,Equities,Real Estate,Real Estate,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,XLU,Equities,Utilities,Utilities,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,XLV,Equities,Health Care,Health Care,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
ANALYST_REVISIONS,Corporate,Analyst Revisions,XLY,Equities,Consumer Discretionary,Consumer Discretionary,Contextual,20,Single contextual evidence source,True,Earnings,False,False,,,37A-to-37B crosswalk,1.2
BANK_CREDIT,Financials,Bank Credit Conditions,IAI,Equities,Financials,Capital Markets,Contextual,40,Multiple contextual evidence sources,True,Credit Conditions,True,False,Credit Losses | Loan Growth,Credit Growth | Credit Quality | Loan Growth,37A-to-37B crosswalk | Economic-driver text match,1.2
