Event_Category_Code,Event_Family,Event_Category_Name,Ticker,Asset_Class,Sector,Peer_Group,Exposure_Class,Exposure_Score,Exposure_Reason,Crosswalk_Match,Matched_37A_Terms,Driver_Match,Example_Asset_Match,Matched_Event_Drivers,Matched_Asset_Drivers,Evidence,Mapper_Version
CRYPTO_REGULATION,Digital Assets,Crypto Regulation,ETHE,Digital Assets,Crypto,Crypto Assets,Primary,100,Curated primary economic exposure,True,Crypto Regulation,True,True,ETF Rules | Market Structure | Regulation,ETF / Fund Flows | Market Structure | Regulation,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
CRYPTO_REGULATION,Digital Assets,Crypto Regulation,IBIT,Digital Assets,Crypto,Crypto Assets,Primary,100,Curated primary economic exposure,True,Crypto Regulation,True,True,ETF Rules | Market Structure | Regulation,Bitcoin ETF Flows | ETF / Fund Flows | Market Structure | Regulation,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
DATA_CENTER_DEMAND,Real Estate,Data Center Demand,AIQ,Equities,Technology,AI & Automation,Primary,100,Curated primary economic exposure,False,,False,True,,,37B example exposure,1.2
DATA_CENTER_DEMAND,Real Estate,Data Center Demand,DRAM,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,False,,True,True,AI Infrastructure | Data Center Leasing | Power Demand,AI Infrastructure Demand | Data Center Capital Expenditure | HBM Demand | PC Demand | Smartphone Demand,Economic-driver text match | 37B example exposure,1.2
DATA_CENTER_DEMAND,Real Estate,Data Center Demand,SMH,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,False,,True,True,AI Infrastructure | Data Center Leasing | Power Demand,AI Infrastructure Demand | Consumer Electronics Demand | Data Center Capital Expenditure | Semiconductor Demand,Economic-driver text match | 37B example exposure,1.2
DATA_CENTER_DEMAND,Real Estate,Data Center Demand,SOXX,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,False,,True,True,AI Infrastructure | Data Center Leasing | Power Demand,AI Infrastructure Demand | Consumer Electronics Demand | Data Center Capital Expenditure | Semiconductor Demand,Economic-driver text match | 37B example exposure,1.2
DATA_CENTER_DEMAND,Real Estate,Data Center Demand,SRVR,Equities,Real Estate,Digital Infrastructure,Primary,100,Curated primary economic exposure,False,,True,True,AI Infrastructure | Data Center Leasing | Power Demand,AI Infrastructure Buildout | Data Center Demand | Data Center Leasing | Digital Infrastructure Investment | Power Availability,Economic-driver text match | 37B example exposure,1.2
DATA_CENTER_DEMAND,Real Estate,Data Center Demand,VNQ,Equities,Real Estate,Real Estate,Transmission,70,Defined financial transmission exposure,False,,True,False,Power Demand,Property Demand,Economic-driver text match,1.2
DATA_CENTER_DEMAND,Real Estate,Data Center Demand,XLK,Equities,Technology,Technology,Transmission,70,Defined financial transmission exposure,False,,False,False,,,,1.2
DATA_CENTER_DEMAND,Real Estate,Data Center Demand,XLRE,Equities,Real Estate,Real Estate,Transmission,70,Defined financial transmission exposure,False,,True,False,Power Demand,Property Demand,Economic-driver text match,1.2
ENERGY_SUPPLY,Energy,Energy Supply,AMLP,Equities,Energy,Energy Infrastructure,Primary,100,Curated primary economic exposure,True,Energy Supply,True,False,Infrastructure | Production,Energy Infrastructure Demand | Energy Production,37A-to-37B crosswalk | Economic-driver text match,1.2
ENERGY_SUPPLY,Energy,Energy Supply,OIH,Equities,Energy,Oil & Gas Services,Primary,100,Curated primary economic exposure,True,Energy Supply,True,True,Production,U.S. Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
ENERGY_SUPPLY,Energy,Energy Supply,USO,Commodities,Energy,Energy Commodities,Primary,100,Curated primary economic exposure,True,Energy Supply,True,True,Production | Supply Disruption,Geopolitical Supply Risk | Global Oil Supply | U.S. Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
ENERGY_SUPPLY,Energy,Energy Supply,XLE,Equities,Energy,Energy,Primary,100,Curated primary economic exposure,True,Energy Supply,True,True,Production | Supply Disruption,Energy Supply | U.S. Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
ENERGY_SUPPLY,Energy,Energy Supply,XOP,Equities,Energy,Oil & Gas E&P,Primary,100,Curated primary economic exposure,True,Energy Supply,True,True,Production | Supply Disruption,E&P Production Economics | OPEC+ Supply Policy | U.S. Oil Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
ENERGY_SUPPLY,Energy,Energy Supply,PDBC,Commodities,Broad Commodities,Broad Commodities,Transmission,70,Defined financial transmission exposure,True,Commodity Supply,True,False,Supply Disruption,Global Supply / Demand,37A-to-37B crosswalk | Economic-driver text match,1.2
ENERGY_WEATHER,Energy,Energy Weather,UNG,Commodities,Energy,Energy Commodities,Primary,100,Curated primary economic exposure,True,Weather,True,True,Extreme Weather,Weather,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
ENERGY_WEATHER,Energy,Energy Weather,XLE,Equities,Energy,Energy,Primary,100,Curated primary economic exposure,False,,False,True,,,37B example exposure,1.2
ETHANOL_DEMAND,Agriculture,Ethanol Demand,CORN,Commodities,Agriculture,Agriculture Commodities,Primary,100,Curated primary economic exposure,True,Agriculture Demand,True,True,Corn Usage | Ethanol Production,Corn Supply | Corn Yield | Ethanol Demand | Global Corn Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
GEOPOLITICAL_RISK,Geopolitical,Geopolitical Risk,GLD,Commodities,Precious Metals,Precious Metals,Primary,100,Curated primary economic exposure,True,Geopolitics,False,True,,,37A-to-37B crosswalk | 37B example exposure,1.2
GEOPOLITICAL_RISK,Geopolitical,Geopolitical Risk,VIXY,Volatility,Equity Volatility,Volatility,Primary,100,Curated primary economic exposure,True,Geopolitics,True,True,Security Risk,Event Risk,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
GEOPOLITICAL_RISK,Geopolitical,Geopolitical Risk,IEF,Fixed Income,Treasuries,Intermediate Treasuries,Transmission,70,Defined financial transmission exposure,False,,True,False,Supply Disruption,Treasury Supply,Economic-driver text match,1.2
GEOPOLITICAL_RISK,Geopolitical,Geopolitical Risk,TLT,Fixed Income,Treasuries,Long Treasuries,Transmission,70,Defined financial transmission exposure,False,,True,False,Supply Disruption,Treasury Supply,Economic-driver text match,1.2
GEOPOLITICAL_RISK,Geopolitical,Geopolitical Risk,USO,Commodities,Energy,Energy Commodities,Transmission,70,Defined financial transmission exposure,True,Geopolitics,True,True,Security Risk | Supply Disruption,Geopolitical Supply Risk | Global Oil Supply,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
GEOPOLITICAL_RISK,Geopolitical,Geopolitical Risk,XLE,Equities,Energy,Energy,Transmission,70,Defined financial transmission exposure,True,Geopolitics,True,True,Supply Disruption,Energy Supply,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
GEOPOLITICAL_RISK,Geopolitical,Geopolitical Risk,XOP,Equities,Energy,Oil & Gas E&P,Transmission,70,Defined financial transmission exposure,True,Geopolitics,True,False,Supply Disruption,OPEC+ Supply Policy,37A-to-37B crosswalk | Economic-driver text match,1.2
MEMORY_PRICING,Technology,Memory Pricing,DRAM,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,True,Memory Pricing,True,True,Contract Pricing | DRAM Pricing | HBM Pricing | NAND Pricing,DRAM Memory Pricing | HBM Demand,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
MEMORY_PRICING,Technology,Memory Pricing,SMH,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,False,,True,True,Contract Pricing | DRAM Pricing | HBM Pricing | NAND Pricing,Chip Pricing,Economic-driver text match | 37B example exposure,1.2
MEMORY_PRICING,Technology,Memory Pricing,SOXX,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,False,,True,True,Contract Pricing | DRAM Pricing | HBM Pricing | NAND Pricing,Chip Pricing,Economic-driver text match | 37B example exposure,1.2
MEMORY_PRICING,Technology,Memory Pricing,XLK,Equities,Technology,Technology,Transmission,70,Defined financial transmission exposure,False,,False,False,,,,1.2
MEMORY_SUPPLY,Technology,Memory Supply,DRAM,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,True,Memory Supply,True,True,Memory Capacity | Producer Capex,DRAM Memory Pricing | Memory Inventory Cycle | Memory Producer Capital Expenditure | Memory Supply Discipline,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
MEMORY_SUPPLY,Technology,Memory Supply,SMH,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,False,,True,True,Utilization,Foundry Utilization,Economic-driver text match | 37B example exposure,1.2
MEMORY_SUPPLY,Technology,Memory Supply,SOXX,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,False,,True,True,Utilization,Foundry Utilization,Economic-driver text match | 37B example exposure,1.2
NATGAS_STORAGE,Energy,Natural Gas Storage,UNG,Commodities,Energy,Energy Commodities,Primary,100,Curated primary economic exposure,False,,True,True,EIA Gas Storage | Storage Deficit | Storage Surplus,Natural Gas Storage | U.S. Gas Production,Economic-driver text match | 37B example exposure,1.2
NATGAS_SUPPLY,Energy,Natural Gas Supply,UNG,Commodities,Energy,Energy Commodities,Primary,100,Curated primary economic exposure,False,,True,True,Gas Production | LNG | Pipeline Flows,LNG Export Demand | LNG Exports | Natural Gas Futures | Natural Gas Storage | Pipeline Conditions | Production | U.S. Gas Production,Economic-driver text match | 37B example exposure,1.2
NATGAS_SUPPLY,Energy,Natural Gas Supply,XLE,Equities,Energy,Energy,Primary,100,Curated primary economic exposure,True,Energy Supply,True,True,Gas Production | Supply Disruption,Energy Supply | U.S. Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
OIL_PRODUCTION,Energy,Oil Production,OIH,Equities,Energy,Oil & Gas Services,Primary,100,Curated primary economic exposure,True,Energy Supply,True,True,Global Production | Production Forecasts | U.S. Production,U.S. Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
OIL_PRODUCTION,Energy,Oil Production,USO,Commodities,Energy,Energy Commodities,Primary,100,Curated primary economic exposure,True,Energy Supply,True,True,Global Production | Production Forecasts | U.S. Production,U.S. Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
OIL_PRODUCTION,Energy,Oil Production,XLE,Equities,Energy,Energy,Primary,100,Curated primary economic exposure,True,Energy Supply,True,True,Global Production | Production Forecasts | U.S. Production,U.S. Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
OIL_PRODUCTION,Energy,Oil Production,XOP,Equities,Energy,Oil & Gas E&P,Primary,100,Curated primary economic exposure,True,Energy Supply,True,True,Global Production | Production Forecasts | U.S. Production,E&P Production Economics | U.S. Oil Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
OPEC_POLICY,Energy,OPEC+ Policy,AMLP,Equities,Energy,Energy Infrastructure,Primary,100,Curated primary economic exposure,True,OPEC+,True,False,Production Cuts | Production Increases,Energy Production,37A-to-37B crosswalk | Economic-driver text match,1.2
OPEC_POLICY,Energy,OPEC+ Policy,OIH,Equities,Energy,Oil & Gas Services,Primary,100,Curated primary economic exposure,True,OPEC+,True,True,Production Cuts | Production Increases | Quota Policy,OPEC+ Policy | U.S. Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
OPEC_POLICY,Energy,OPEC+ Policy,USO,Commodities,Energy,Energy Commodities,Primary,100,Curated primary economic exposure,True,OPEC+,True,True,Production Cuts | Production Increases | Quota Policy,OPEC+ Policy | U.S. Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
OPEC_POLICY,Energy,OPEC+ Policy,XLE,Equities,Energy,Energy,Primary,100,Curated primary economic exposure,True,OPEC+,True,True,Production Cuts | Production Increases | Quota Policy,OPEC+ Policy | U.S. Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
OPEC_POLICY,Energy,OPEC+ Policy,XOP,Equities,Energy,Oil & Gas E&P,Primary,100,Curated primary economic exposure,True,OPEC+,True,True,Production Cuts | Production Increases | Quota Policy,E&P Production Economics | OPEC+ Supply Policy | Regulatory Policy | U.S. Oil Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
OPEC_POLICY,Energy,OPEC+ Policy,PDBC,Commodities,Broad Commodities,Broad Commodities,Transmission,70,Defined financial transmission exposure,False,,False,False,,,,1.2
RIG_ACTIVITY,Energy,Rig and Drilling Activity,OIH,Equities,Energy,Oil & Gas Services,Primary,100,Curated primary economic exposure,False,,True,True,Drilling Activity | Rig Count,International Drilling Activity | Oilfield Activity | Rig Activity,Economic-driver text match | 37B example exposure,1.2
RIG_ACTIVITY,Energy,Rig and Drilling Activity,XLE,Equities,Energy,Energy,Primary,100,Curated primary economic exposure,False,,True,True,Drilling Activity | Rig Count,Rig Activity,Economic-driver text match | 37B example exposure,1.2
RIG_ACTIVITY,Energy,Rig and Drilling Activity,XOP,Equities,Energy,Oil & Gas E&P,Primary,100,Curated primary economic exposure,False,,True,True,Drilling Activity | Rig Count,Rig Activity,Economic-driver text match | 37B example exposure,1.2
SEMICONDUCTOR_DEMAND,Technology,Semiconductor Demand,DRAM,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,True,Semiconductor Demand,True,True,Chip Demand | End-Market Demand,AI Infrastructure Demand | HBM Demand | PC Demand | Smartphone Demand,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
SEMICONDUCTOR_DEMAND,Technology,Semiconductor Demand,SMH,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,True,Semiconductor Demand,True,True,Chip Demand | End-Market Demand | Semiconductor Sales,AI Infrastructure Demand | Chip Pricing | Consumer Electronics Demand | Semiconductor Demand | Semiconductor Equipment Spending,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
SEMICONDUCTOR_DEMAND,Technology,Semiconductor Demand,SOXX,Equities,Technology,Semiconductors,Primary,100,Curated primary economic exposure,True,Semiconductor Demand,True,True,Chip Demand | End-Market Demand | Semiconductor Sales,AI Infrastructure Demand | Chip Pricing | Consumer Electronics Demand | Semiconductor Demand | Semiconductor Equipment Spending,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
SEMICONDUCTOR_DEMAND,Technology,Semiconductor Demand,XLK,Equities,Technology,Technology,Primary,100,Curated primary economic exposure,False,,False,True,,,37B example exposure,1.2
SEMICONDUCTOR_DEMAND,Technology,Semiconductor Demand,AIQ,Equities,Technology,AI & Automation,Transmission,70,Defined financial transmission exposure,False,,False,False,,,,1.2
TREASURY_YIELDS,Rates,Treasury Yield Movement,IEF,Fixed Income,Treasuries,Intermediate Treasuries,Primary,100,Curated primary economic exposure,True,Treasury Market,True,True,Real Yields,Treasury Yields,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
TREASURY_YIELDS,Rates,Treasury Yield Movement,SHY,Fixed Income,Treasuries,Short Treasuries,Primary,100,Curated primary economic exposure,True,Treasury Market,True,True,Real Yields,Short-Term Treasury Yields,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
TREASURY_YIELDS,Rates,Treasury Yield Movement,TIP,Fixed Income,Treasuries,Inflation-Protected Bonds,Primary,100,Curated primary economic exposure,True,Treasury Market,True,True,Real Yields,Real Yields | Treasury Yields,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
TREASURY_YIELDS,Rates,Treasury Yield Movement,TLT,Fixed Income,Treasuries,Long Treasuries,Primary,100,Curated primary economic exposure,True,Treasury Market,True,True,Real Yields,Long-Term Treasury Yields,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
TREASURY_YIELDS,Rates,Treasury Yield Movement,GLD,Commodities,Precious Metals,Precious Metals,Transmission,70,Defined financial transmission exposure,False,,True,True,Real Yields,Real Yields,Economic-driver text match | 37B example exposure,1.2
TREASURY_YIELDS,Rates,Treasury Yield Movement,KRE,Equities,Financials,Banking,Transmission,70,Defined financial transmission exposure,False,,True,False,10Y Yield | 2Y Yield | 30Y Yield | Yield Curve,Yield Curve,Economic-driver text match,1.2
TREASURY_YIELDS,Rates,Treasury Yield Movement,QQQ,Equities,Broad Market,Large Cap Growth,Transmission,70,Defined financial transmission exposure,False,,False,True,,,37B example exposure,1.2
TREASURY_YIELDS,Rates,Treasury Yield Movement,VNQ,Equities,Real Estate,Real Estate,Transmission,70,Defined financial transmission exposure,False,,True,False,Real Yields,Real Estate Cash Flows,Economic-driver text match,1.2
TREASURY_YIELDS,Rates,Treasury Yield Movement,XLF,Equities,Financials,Financials,Transmission,70,Defined financial transmission exposure,False,,True,False,10Y Yield | 2Y Yield | 30Y Yield | Yield Curve,Yield Curve,Economic-driver text match,1.2
TREASURY_YIELDS,Rates,Treasury Yield Movement,XLK,Equities,Technology,Technology,Transmission,70,Defined financial transmission exposure,False,,False,True,,,37B example exposure,1.2
TREASURY_YIELDS,Rates,Treasury Yield Movement,XLRE,Equities,Real Estate,Real Estate,Transmission,70,Defined financial transmission exposure,False,,True,False,Real Yields,Real Estate Cash Flows,Economic-driver text match,1.2
USDA_FORECAST,Agriculture,USDA Forecast,CORN,Commodities,Agriculture,Agriculture Commodities,Primary,100,Curated primary economic exposure,True,Agriculture Supply | USDA,True,True,Production Estimate | Yield Estimate,Corn Yield | Global Corn Production,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
USDA_FORECAST,Agriculture,USDA Forecast,DBA,Commodities,Agriculture,Agriculture Commodities,Primary,100,Curated primary economic exposure,True,Agriculture Supply | USDA,True,False,Production Estimate,Global Crop Production,37A-to-37B crosswalk | Economic-driver text match,1.2
USDA_FORECAST,Agriculture,USDA Forecast,PDBC,Commodities,Broad Commodities,Broad Commodities,Primary,100,Curated primary economic exposure,False,,False,True,,,37B example exposure,1.2
USDA_FORECAST,Agriculture,USDA Forecast,WEAT,Commodities,Agriculture,Agriculture Commodities,Primary,100,Curated primary economic exposure,True,Agriculture Supply | USDA,True,True,Production Estimate | Yield Estimate,Global Wheat Production | Wheat Yield,37A-to-37B crosswalk | Economic-driver text match | 37B example exposure,1.2
